,mz,ISP2_2_MR1_1|D1|9b176338-f1f4-4b97-ab07-483c98d3b21e,ISP2_2_MR1_2|D2|dd613e71-0682-4482-a1f3-7eef4a1e2a89,ISP2_2_MR1_3|D3|6ce3ad15-4880-4e70-a1f9-3cd79bfadc84,ISP2_2_MR1_4|D4|c5ab95ee-1ae7-4c8d-9d24-a8fc6285f581,ISP2_2_MR1_5|D5|7bc3e656-d008-4e41-9aa9-7bc45307b012
0,116.0515,0.0,0.0,0.0,0.0,1163.0
1,121.067,0.0,0.0,0.0,0.0,284.0
2,129.106,0.0,426.0,0.0,0.0,229.0
3,129.1419,0.0,426.0,0.0,0.0,229.0
4,130.0991,0.0,0.0,0.0,235.0,0.0
5,131.0508,0.0,0.0,0.0,0.0,365.0
6,133.0775,717.0,967.0,619.0,590.0,438.0
7,133.0793,2868.0,3868.0,2476.0,2360.0,1752.0
8,134.0985,0.0,434.0,284.0,295.0,0.0
9,134.1003,0.0,868.0,568.0,590.0,0.0
10,135.0334,0.0,840.0,0.0,0.0,568.0
11,135.094,16730.0,16180.0,12555.0,9730.0,11495.0
12,136.025,35895.0,1593.0,717.0,34323.0,723.0
13,136.0637,47860.0,83544.0,22648.0,45764.0,60852.0
14,136.0656,11965.0,20886.0,5662.0,11441.0,15213.0
15,136.0785,2332.0,2724.0,1408.0,1608.0,1008.0
16,136.0803,583.0,681.0,352.0,402.0,252.0
17,136.0987,1020.0,1188.0,860.0,804.0,668.0
18,136.1006,1020.0,1188.0,860.0,804.0,668.0
19,136.1024,510.0,594.0,430.0,402.0,326.0
20,137.0258,2472.0,1832.0,1068.0,2172.0,1764.0
21,137.0277,618.0,458.0,267.0,543.0,441.0
22,137.0665,909.0,1250.0,385.0,729.0,1146.0
23,137.0684,3636.0,5000.0,1540.0,2916.0,4584.0
24,137.0721,909.0,1250.0,402.0,729.0,1146.0
25,137.1109,15250.0,13305.0,7200.0,8170.0,8385.0
26,138.0581,0.0,0.0,263.0,0.0,340.0
27,138.0934,442.0,0.0,263.0,0.0,340.0
28,138.1138,884.0,0.0,0.0,0.0,512.0
29,139.0887,886.0,1132.0,642.0,614.0,584.0
30,139.0906,1329.0,1698.0,963.0,921.0,876.0
31,139.126,4315.0,3345.0,2760.0,1680.0,1890.0
32,140.0708,708.0,405.0,633.0,379.0,443.0
33,140.0726,2124.0,1215.0,1899.0,1137.0,1329.0
34,140.0838,1806.0,2438.0,1266.0,718.0,1490.0
35,140.0857,2709.0,3657.0,1899.0,1077.0,2235.0
36,141.1051,15690.0,11165.0,8255.0,6950.0,8025.0
37,142.0678,0.0,836.0,494.0,488.0,656.0
38,142.0885,0.0,418.0,247.0,244.0,328.0
39,142.0998,0.0,418.0,247.0,244.0,328.0
40,143.0395,0.0,0.0,0.0,0.0,260.0
41,143.0754,0.0,0.0,0.0,0.0,298.0
42,143.9273,0.0,0.0,0.0,1128.0,592.0
43,144.0468,7699.0,7491.0,5315.0,3263.0,7967.0
44,144.0487,30796.0,29964.0,21260.0,13052.0,31868.0
45,144.0828,15340.0,10480.0,7224.0,7244.0,9884.0
46,144.0847,3835.0,2620.0,1806.0,1811.0,2471.0
47,145.0519,2454.0,1803.0,1755.0,1524.0,3123.0
48,145.0538,1636.0,1202.0,1170.0,1016.0,2082.0
49,145.0785,3824.0,4168.0,4128.0,2464.0,2600.0
50,145.0804,956.0,1042.0,1032.0,616.0,650.0
51,145.0861,956.0,1042.0,301.0,616.0,366.0
52,145.088,956.0,1042.0,301.0,616.0,366.0
53,146.0623,8248.0,8548.0,6632.0,9768.0,12880.0
54,146.0642,2062.0,2137.0,1658.0,2442.0,3220.0
55,146.0738,970.0,4274.0,954.0,612.0,772.0
56,146.0757,970.0,1592.0,954.0,612.0,772.0
57,146.0853,1300.0,1592.0,636.0,612.0,622.0
58,146.0872,1300.0,1592.0,636.0,612.0,622.0
59,146.0986,2792.0,2124.0,1208.0,1080.0,1168.0
60,146.1005,698.0,531.0,302.0,270.0,292.0
61,147.0476,6530.0,6465.0,3135.0,4420.0,6890.0
62,147.0591,1306.0,1293.0,284.0,884.0,362.0
63,147.0687,2612.0,2586.0,752.0,978.0,724.0
64,147.0706,1306.0,1293.0,376.0,489.0,362.0
65,147.0821,1731.0,1426.0,376.0,424.0,362.0
66,147.0955,8655.0,7130.0,6825.0,5355.0,4875.0
67,147.1147,511.0,672.0,354.0,380.0,318.0
68,147.1166,2044.0,2688.0,1416.0,1520.0,1272.0
69,148.0534,1167.0,832.0,241.0,515.0,662.0
70,148.0784,5835.0,4160.0,4085.0,2575.0,3310.0
71,148.09,1284.0,1684.0,1497.0,732.0,1986.0
72,148.1015,1713.0,1278.0,879.0,1125.0,1296.0
73,148.1034,1142.0,852.0,586.0,750.0,864.0
74,148.115,10705.0,6755.0,3980.0,3305.0,3860.0
75,149.0473,1162.0,877.0,966.0,255.0,315.0
76,149.0492,1162.0,877.0,966.0,255.0,315.0
77,149.0743,5810.0,4385.0,4830.0,5235.0,3330.0
78,149.111,33910.0,32180.0,26385.0,19345.0,21265.0
79,150.0077,0.0,0.0,0.0,319.0,0.0
80,150.058,642.0,445.0,239.0,591.0,255.0
81,150.0696,642.0,445.0,239.0,591.0,255.0
82,150.0793,642.0,445.0,358.0,591.0,255.0
83,150.0948,3210.0,4745.0,1790.0,2955.0,2330.0
84,150.1045,642.0,949.0,828.0,591.0,251.0
85,150.1122,1403.0,691.0,828.0,453.0,415.0
86,150.1142,1403.0,691.0,828.0,453.0,415.0
87,150.1161,2806.0,1382.0,1656.0,906.0,822.0
88,150.118,2806.0,1382.0,1656.0,906.0,822.0
89,151.078,4540.0,4625.0,3390.0,3350.0,3615.0
90,151.0897,4850.0,4625.0,2960.0,2610.0,2485.0
91,151.1246,2249.0,1594.0,1379.0,1080.0,1081.0
92,151.1266,8996.0,6376.0,5516.0,4320.0,4324.0
93,152.0586,7532.0,11540.0,7200.0,7092.0,9128.0
94,152.0605,1883.0,2885.0,1800.0,1773.0,2282.0
95,152.0722,1883.0,523.0,284.0,416.0,363.0
96,152.0741,5649.0,1569.0,852.0,1248.0,1089.0
97,152.0839,1883.0,523.0,284.0,274.0,363.0
98,153.0677,778.0,501.0,320.0,276.0,289.0
99,153.0697,778.0,501.0,320.0,276.0,289.0
100,153.1049,1556.0,886.0,478.0,552.0,578.0
101,153.1068,2334.0,1329.0,717.0,828.0,867.0
102,153.1401,778.0,443.0,239.0,276.0,238.0
103,154.0684,509.0,455.0,249.0,339.0,262.0
104,154.088,1527.0,1365.0,1122.0,1017.0,786.0
105,154.09,1018.0,910.0,748.0,678.0,524.0
106,155.037,3425.0,2425.0,1750.0,4170.0,1570.0
107,155.0842,4504.0,4776.0,1400.0,2560.0,2512.0
108,155.0862,1126.0,1194.0,350.0,640.0,628.0
109,155.1216,4690.0,3100.0,2040.0,1925.0,2305.0
110,156.0461,4384.0,2484.0,1276.0,1828.0,3028.0
111,156.048,1096.0,621.0,319.0,457.0,757.0
112,156.0717,1703.0,1709.0,268.0,1137.0,1363.0
113,156.0796,1703.0,1709.0,972.0,1137.0,1363.0
114,156.0816,6812.0,6836.0,3888.0,4548.0,5452.0
115,156.1053,479.0,459.0,972.0,263.0,1363.0
116,156.1152,479.0,459.0,972.0,235.0,1363.0
117,156.1171,958.0,918.0,1944.0,470.0,624.0
118,156.1527,1782.0,1377.0,732.0,705.0,936.0
119,156.8881,0.0,0.0,698.0,504.0,0.0
120,157.0782,1532.0,1640.0,526.0,818.0,488.0
121,157.0802,766.0,820.0,263.0,409.0,244.0
122,157.1,2298.0,1470.0,1320.0,1227.0,1077.0
123,157.102,1532.0,980.0,880.0,818.0,718.0
124,157.1119,9380.0,9795.0,4150.0,5115.0,4765.0
125,157.1357,3752.0,3918.0,1660.0,508.0,482.0
126,158.0621,1187.0,1271.0,334.0,251.0,345.0
127,158.0641,2374.0,2542.0,668.0,502.0,690.0
128,158.0741,1187.0,1271.0,265.0,251.0,270.0
129,158.076,1187.0,1271.0,265.0,647.0,270.0
130,158.084,2374.0,2542.0,920.0,1294.0,910.0
131,158.086,3561.0,3813.0,1380.0,1941.0,1365.0
132,158.0959,15000.0,13435.0,6430.0,13030.0,7135.0
133,159.079,1990.0,2665.0,2181.0,328.0,239.0
134,159.081,1990.0,2665.0,2181.0,328.0,239.0
135,159.095,9950.0,13325.0,10905.0,6630.0,8360.0
136,160.0772,955.0,1034.0,508.0,667.0,417.0
137,160.0792,3820.0,4136.0,2032.0,2668.0,1668.0
138,160.0872,628.0,670.0,761.0,257.0,396.0
139,160.0892,1884.0,2010.0,2283.0,815.0,1188.0
140,160.0911,628.0,670.0,761.0,279.0,396.0
141,160.0912,628.0,670.0,761.0,279.0,396.0
142,160.0991,549.0,670.0,523.0,443.0,321.0
143,160.1011,1647.0,2010.0,1569.0,1329.0,963.0
144,160.1151,6210.0,4525.0,3095.0,2175.0,3725.0
145,161.0724,748.0,912.0,344.0,439.0,512.0
146,161.0744,2992.0,3648.0,1376.0,1756.0,2048.0
147,161.0844,1496.0,872.0,528.0,494.0,1024.0
148,161.0864,748.0,436.0,264.0,247.0,512.0
149,161.1105,9195.0,7885.0,5875.0,6020.0,5150.0
150,162.0567,914.0,2264.0,768.0,654.0,888.0
151,162.0587,914.0,2264.0,768.0,654.0,888.0
152,162.0687,1371.0,3396.0,2676.0,1656.0,1986.0
153,162.0707,457.0,1132.0,892.0,552.0,662.0
154,162.0808,2814.0,2264.0,656.0,1104.0,726.0
155,162.0949,7035.0,5050.0,3580.0,3220.0,3965.0
156,162.1049,1407.0,400.0,236.0,644.0,339.0
157,162.107,904.0,800.0,472.0,1288.0,678.0
158,162.117,452.0,400.0,236.0,257.0,339.0
159,162.119,452.0,399.0,236.0,257.0,406.0
160,162.1291,452.0,399.0,335.0,248.0,406.0
161,162.1311,452.0,399.0,335.0,248.0,406.0
162,162.1331,904.0,798.0,670.0,496.0,812.0
163,163.0903,9525.0,8110.0,4860.0,5345.0,4515.0
164,163.1024,1905.0,1622.0,232.0,1069.0,903.0
165,163.1246,3406.0,2856.0,2053.0,2026.0,2063.0
166,163.1266,13624.0,11424.0,8212.0,8104.0,8252.0
167,164.0726,568.0,461.0,433.0,291.0,323.0
168,164.0746,1704.0,1383.0,1299.0,873.0,969.0
169,164.0848,1136.0,960.0,866.0,582.0,646.0
170,164.0949,801.0,431.0,507.0,554.0,917.0
171,164.0969,801.0,431.0,507.0,554.0,917.0
172,164.109,2403.0,2805.0,1917.0,1662.0,2751.0
173,164.1111,1602.0,1870.0,1278.0,1108.0,1834.0
174,164.1212,1602.0,1870.0,464.0,574.0,540.0
175,164.1232,801.0,454.0,232.0,287.0,270.0
176,164.1313,1602.0,908.0,498.0,574.0,664.0
177,164.1333,801.0,454.0,249.0,287.0,332.0
178,165.068,20756.0,826.0,724.0,494.0,582.0
179,165.07,20756.0,826.0,724.0,494.0,582.0
180,165.1045,20756.0,18708.0,14716.0,9890.0,12366.0
181,165.1066,31134.0,28062.0,22074.0,14835.0,18549.0
182,165.1167,10378.0,9354.0,7358.0,312.0,6183.0
183,165.1411,4904.0,3444.0,2004.0,3584.0,3228.0
184,165.1431,1226.0,861.0,501.0,896.0,807.0
185,166.0521,1286.0,1048.0,756.0,642.0,248.0
186,166.0644,2572.0,2096.0,1512.0,1284.0,1164.0
187,166.0664,3858.0,3144.0,2268.0,1926.0,1746.0
188,166.0745,2572.0,1360.0,526.0,1038.0,956.0
189,166.0766,2572.0,1360.0,526.0,1038.0,956.0
190,166.0888,1950.0,1322.0,1238.0,1044.0,922.0
191,166.0908,2925.0,1983.0,1857.0,1566.0,1383.0
192,166.101,942.0,1114.0,1008.0,840.0,850.0
193,166.1031,1413.0,1671.0,1512.0,1260.0,1275.0
194,166.1092,4765.0,3165.0,3490.0,1795.0,3170.0
195,166.1255,492.0,447.0,295.0,359.0,429.0
196,166.1357,492.0,447.0,321.0,359.0,429.0
197,166.1377,984.0,894.0,642.0,718.0,858.0
198,166.1397,492.0,447.0,321.0,359.0,429.0
199,167.0637,889.0,885.0,262.0,237.0,377.0
200,167.0658,889.0,885.0,262.0,237.0,377.0
201,167.0842,2667.0,2655.0,1665.0,1125.0,1131.0
202,167.0862,1778.0,1770.0,1110.0,750.0,754.0
203,167.1209,8735.0,5460.0,2675.0,5270.0,4560.0
204,167.1577,1747.0,1092.0,247.0,1054.0,912.0
205,168.0579,754.0,927.0,443.0,849.0,766.0
206,168.0599,3016.0,3708.0,1772.0,3396.0,3064.0
207,168.0681,445.0,432.0,233.0,849.0,342.0
208,168.0702,1335.0,1296.0,699.0,2547.0,1026.0
209,168.0845,890.0,1248.0,726.0,1698.0,684.0
210,168.105,767.0,589.0,315.0,305.0,431.0
211,168.1173,3835.0,2945.0,1790.0,1525.0,2155.0
212,169.0653,2268.0,2802.0,514.0,520.0,2020.0
213,169.0797,5670.0,7005.0,8225.0,5910.0,5050.0
214,169.1002,7996.0,8516.0,4124.0,5520.0,3644.0
215,169.1023,1999.0,2129.0,1031.0,1380.0,911.0
216,169.1372,447.0,2129.0,1031.0,1380.0,911.0
217,170.0613,2148.0,1629.0,1425.0,909.0,1320.0
218,170.0654,716.0,543.0,475.0,303.0,440.0
219,170.0736,716.0,958.0,462.0,546.0,464.0
220,170.0757,2148.0,2874.0,1386.0,1638.0,1392.0
221,170.0839,1455.0,1752.0,1386.0,900.0,1392.0
222,170.086,485.0,584.0,462.0,300.0,464.0
223,170.1004,4755.0,3595.0,5075.0,2020.0,2360.0
224,170.1231,951.0,719.0,1015.0,404.0,310.0
225,171.0953,2735.0,2510.0,4225.0,2910.0,2000.0
226,171.116,16765.0,13245.0,12065.0,9020.0,9980.0
227,171.1532,3353.0,2649.0,235.0,1804.0,1996.0
228,172.0413,11465.0,10806.0,8361.0,8027.0,12532.0
229,172.0433,45860.0,43224.0,33444.0,32108.0,50128.0
230,172.0786,2132.0,2780.0,2440.0,976.0,1052.0
231,172.0806,533.0,695.0,610.0,244.0,263.0
232,172.0889,1218.0,1218.0,850.0,512.0,526.0
233,172.091,1218.0,1218.0,850.0,512.0,834.0
234,172.0993,468.0,692.0,269.0,339.0,417.0
235,172.1014,1872.0,2768.0,1076.0,1356.0,1668.0
236,172.1117,596.0,402.0,527.0,511.0,242.0
237,172.1159,1788.0,1206.0,1581.0,1533.0,720.0
238,172.118,596.0,402.0,527.0,511.0,240.0
239,172.12,596.0,402.0,527.0,511.0,240.0
240,173.0459,7380.0,4660.0,4845.0,3700.0,8095.0
241,173.073,2049.0,2130.0,1389.0,1122.0,1227.0
242,173.0751,1366.0,1420.0,926.0,748.0,818.0
243,173.0958,16804.0,2008.0,1152.0,1340.0,964.0
244,173.1104,21005.0,20270.0,16100.0,9005.0,16050.0
245,174.0411,1111.0,1219.0,739.0,1042.0,829.0
246,174.0431,4444.0,4876.0,2956.0,4168.0,3316.0
247,174.0494,1111.0,1219.0,739.0,1042.0,293.0
248,174.0577,3333.0,1308.0,1617.0,717.0,762.0
249,174.0598,1111.0,436.0,539.0,239.0,254.0
250,174.0786,860.0,932.0,538.0,368.0,272.0
251,174.0807,860.0,932.0,538.0,368.0,272.0
252,174.0869,860.0,932.0,538.0,368.0,665.0
253,174.0932,860.0,932.0,661.0,940.0,665.0
254,174.0953,3440.0,3728.0,2644.0,3760.0,2660.0
255,174.1036,640.0,477.0,388.0,940.0,241.0
256,174.1057,1280.0,980.0,776.0,688.0,482.0
257,174.1078,1280.0,980.0,776.0,688.0,482.0
258,174.1119,640.0,528.0,532.0,344.0,391.0
259,174.114,1280.0,1056.0,1064.0,688.0,782.0
260,174.1161,640.0,528.0,532.0,344.0,391.0
261,174.1307,1280.0,796.0,546.0,742.0,782.0
262,174.1328,640.0,398.0,273.0,371.0,391.0
263,175.0892,4944.0,5193.0,3543.0,2778.0,3228.0
264,175.0913,3296.0,3462.0,2362.0,1852.0,2152.0
265,175.1017,1648.0,1731.0,1181.0,926.0,323.0
266,175.1227,110460.0,110990.0,49980.0,66135.0,64605.0
267,175.1477,22092.0,22198.0,9996.0,241.0,12921.0
268,176.0587,668.0,569.0,464.0,315.0,229.0
269,176.0734,1336.0,1138.0,928.0,630.0,696.0
270,176.0755,668.0,569.0,464.0,315.0,348.0
271,176.086,1569.0,1653.0,1392.0,945.0,1032.0
272,176.0881,523.0,551.0,464.0,315.0,344.0
273,176.0943,523.0,551.0,350.0,315.0,344.0
274,176.0964,523.0,551.0,350.0,315.0,344.0
275,176.109,845.0,917.0,583.0,582.0,692.0
276,176.1111,3380.0,3668.0,2332.0,2328.0,2768.0
277,176.1237,4614.0,4206.0,2706.0,3012.0,2607.0
278,176.1258,3076.0,2804.0,1804.0,2008.0,1738.0
279,176.1468,1538.0,1402.0,902.0,1004.0,255.0
280,176.9993,0.0,1422.0,564.0,0.0,0.0
281,177.0708,5928.0,1224.0,4125.0,870.0,708.0
282,177.0813,1976.0,408.0,1375.0,290.0,234.0
283,177.1045,3952.0,4122.0,2750.0,2052.0,2592.0
284,177.1066,5928.0,6183.0,4125.0,3078.0,3888.0
285,177.1423,17300.0,14410.0,12295.0,11485.0,9660.0
286,178.0648,6060.0,18420.0,7460.0,11240.0,11360.0
287,178.0753,3636.0,1764.0,4476.0,1779.0,1116.0
288,178.0901,4740.0,3905.0,2500.0,2305.0,2865.0
289,178.1006,1500.0,1623.0,1299.0,957.0,1719.0
290,178.1027,500.0,541.0,433.0,319.0,573.0
291,178.1112,500.0,541.0,249.0,319.0,389.0
292,178.1238,1628.0,1158.0,237.0,1687.0,389.0
293,178.1259,1628.0,1158.0,237.0,1687.0,389.0
294,178.1365,1628.0,1158.0,614.0,1687.0,1172.0
295,178.1386,6512.0,4632.0,2456.0,6748.0,4688.0
296,179.0298,2074.0,3130.0,1684.0,1594.0,2034.0
297,179.0319,3111.0,4695.0,2526.0,2391.0,3051.0
298,179.0657,836.0,619.0,341.0,271.0,319.0
299,179.0848,4180.0,3095.0,1705.0,1355.0,1445.0
300,179.0932,1672.0,1230.0,548.0,546.0,578.0
301,179.0953,836.0,615.0,274.0,273.0,289.0
302,179.1207,5820.0,4804.0,3072.0,2712.0,3388.0
303,179.1228,1455.0,1201.0,768.0,678.0,847.0
304,179.1567,2040.0,1720.0,1202.0,1640.0,1028.0
305,179.1588,3060.0,2580.0,1803.0,2460.0,1542.0
306,180.0695,2264.0,950.0,520.0,628.0,540.0
307,180.0716,1132.0,475.0,260.0,314.0,270.0
308,180.0801,1132.0,475.0,260.0,289.0,270.0
309,180.0822,1132.0,475.0,260.0,289.0,269.0
310,180.0907,1132.0,523.0,610.0,261.0,269.0
311,180.0928,2264.0,1046.0,1220.0,522.0,538.0
312,180.1055,5660.0,5035.0,3050.0,3470.0,3275.0
313,180.1416,1365.0,3021.0,726.0,735.0,750.0
314,180.1437,455.0,1007.0,242.0,245.0,250.0
315,180.1522,454.0,1007.0,242.0,245.0,250.0
316,181.0463,3232.0,2852.0,1320.0,1796.0,1632.0
317,181.0484,808.0,713.0,330.0,449.0,408.0
318,181.0803,2685.0,2865.0,1865.0,1995.0,2385.0
319,181.1016,7805.0,8790.0,5485.0,5660.0,5970.0
320,181.1377,3460.0,2040.0,2124.0,2612.0,4776.0
321,182.0833,673.0,439.0,332.0,781.0,300.0
322,182.0854,2019.0,1317.0,996.0,2343.0,900.0
323,182.0875,673.0,439.0,332.0,781.0,300.0
324,182.0982,1346.0,1014.0,570.0,596.0,536.0
325,182.1003,1346.0,1014.0,570.0,596.0,536.0
326,182.1217,1346.0,1014.0,642.0,484.0,536.0
327,183.0954,5160.0,7985.0,4435.0,3645.0,5020.0
328,183.1168,7790.0,5710.0,3225.0,3540.0,3135.0
329,183.151,744.0,581.0,376.0,708.0,517.0
330,183.1532,2232.0,1743.0,1128.0,2124.0,1551.0
331,184.0761,26823.0,32643.0,12804.0,14856.0,9516.0
332,184.0783,17882.0,21762.0,8536.0,9904.0,6344.0
333,184.089,8941.0,10881.0,4268.0,301.0,249.0
334,184.0976,719.0,566.0,394.0,280.0,249.0
335,184.0997,719.0,566.0,394.0,280.0,249.0
336,184.1018,719.0,566.0,394.0,280.0,249.0
337,184.1126,1438.0,1132.0,976.0,640.0,706.0
338,184.1147,2157.0,1698.0,1464.0,960.0,1059.0
339,185.0723,574.0,645.0,484.0,403.0,309.0
340,185.0745,1148.0,1290.0,968.0,806.0,618.0
341,185.0766,574.0,645.0,379.0,400.0,309.0
342,185.0788,574.0,645.0,379.0,400.0,309.0
343,185.0809,1148.0,1290.0,758.0,800.0,618.0
344,185.0938,1069.0,496.0,349.0,740.0,545.0
345,185.096,3207.0,1488.0,1047.0,2220.0,1635.0
346,185.0981,1069.0,496.0,349.0,740.0,545.0
347,185.1089,1213.0,1495.0,822.0,826.0,921.0
348,185.111,4852.0,5980.0,3288.0,3304.0,3684.0
349,185.1325,1213.0,1495.0,371.0,826.0,921.0
350,186.069,624.0,611.0,380.0,383.0,328.0
351,186.0798,1872.0,1833.0,1140.0,1149.0,1107.0
352,186.082,624.0,611.0,380.0,383.0,369.0
353,186.0949,3120.0,4260.0,2980.0,2555.0,2315.0
354,186.1057,3775.0,2570.0,2060.0,2270.0,1570.0
355,186.1164,2265.0,1632.0,777.0,1464.0,1926.0
356,186.1186,485.0,544.0,259.0,488.0,642.0
357,186.1272,1940.0,2440.0,1992.0,2000.0,1964.0
358,186.1294,485.0,610.0,498.0,500.0,491.0
359,186.2005,0.0,0.0,0.0,0.0,294.0
360,187.09,4370.0,6470.0,5235.0,3525.0,5215.0
361,187.1008,874.0,401.0,250.0,248.0,1043.0
362,187.103,901.0,401.0,250.0,248.0,389.0
363,187.1116,4505.0,2005.0,1960.0,2905.0,1945.0
364,187.1268,12200.0,11090.0,9705.0,5700.0,8900.0
365,188.0358,768.0,574.0,287.0,680.0,269.0
366,188.038,768.0,574.0,287.0,680.0,269.0
367,188.0727,768.0,574.0,513.0,680.0,550.0
368,188.0748,3072.0,2296.0,2052.0,2720.0,2200.0
369,188.0835,876.0,968.0,720.0,954.0,866.0
370,188.0857,1314.0,1452.0,1080.0,1431.0,1299.0
371,188.0943,438.0,397.0,243.0,477.0,380.0
372,188.0965,438.0,397.0,243.0,477.0,380.0
373,188.0987,736.0,397.0,243.0,604.0,380.0
374,188.1095,736.0,902.0,659.0,604.0,377.0
375,188.1117,2944.0,3608.0,2636.0,2416.0,1508.0
376,188.1225,2990.0,2140.0,2215.0,1730.0,2760.0
377,188.129,1196.0,826.0,886.0,516.0,622.0
378,188.1312,598.0,413.0,443.0,258.0,311.0
379,189.0709,2066.0,2215.0,1287.0,278.0,286.0
380,189.0796,4132.0,4430.0,2574.0,920.0,572.0
381,189.0904,2066.0,2215.0,1287.0,460.0,230.0
382,189.1057,10330.0,11075.0,6435.0,5305.0,7835.0
383,189.1165,6212.0,6388.0,3440.0,3840.0,3980.0
384,189.1187,1553.0,1597.0,860.0,960.0,995.0
385,189.1296,1553.0,1597.0,255.0,960.0,995.0
386,189.1426,12795.0,8275.0,9560.0,6610.0,6280.0
387,189.1622,1049.0,581.0,449.0,292.0,483.0
388,189.1643,4196.0,2324.0,1796.0,1168.0,1932.0
389,190.0151,4584.0,972.0,570.0,668.0,462.0
390,190.0173,4584.0,972.0,570.0,668.0,462.0
391,190.026,2292.0,1372.0,561.0,1378.0,1096.0
392,190.0282,9168.0,5488.0,2244.0,5512.0,4384.0
393,190.0522,18777.0,13857.0,13356.0,16212.0,19650.0
394,190.0543,12518.0,9238.0,8904.0,10808.0,13100.0
395,190.0652,18777.0,2382.0,1920.0,1545.0,19650.0
396,190.0761,743.0,794.0,286.0,515.0,526.0
397,190.0892,2229.0,2550.0,1410.0,1341.0,1578.0
398,190.0914,1486.0,1700.0,940.0,894.0,1052.0
399,190.1001,1210.0,1012.0,1116.0,498.0,612.0
400,190.1023,1815.0,1518.0,1674.0,747.0,918.0
401,190.1088,605.0,506.0,276.0,249.0,306.0
402,190.1262,4194.0,2367.0,1440.0,1443.0,2493.0
403,190.1284,2796.0,1578.0,960.0,962.0,1662.0
404,190.1371,576.0,789.0,480.0,481.0,831.0
405,190.1459,613.0,789.0,385.0,265.0,252.0
406,190.148,1839.0,2367.0,1155.0,795.0,756.0
407,190.1633,498.0,789.0,385.0,265.0,252.0
408,191.0556,2826.0,1290.0,1431.0,1977.0,2670.0
409,191.0578,1884.0,860.0,954.0,1318.0,1780.0
410,191.0731,2082.0,1557.0,1365.0,1785.0,2928.0
411,191.0753,1388.0,1038.0,910.0,1190.0,1952.0
412,191.084,1872.0,2079.0,1503.0,924.0,1239.0
413,191.0862,1248.0,1386.0,1002.0,616.0,826.0
414,191.0971,624.0,693.0,518.0,308.0,331.0
415,191.1102,1894.0,1494.0,518.0,996.0,737.0
416,191.1212,9470.0,7470.0,7250.0,4980.0,3685.0
417,191.1299,1894.0,1494.0,1450.0,320.0,245.0
418,191.1321,1894.0,1494.0,1450.0,320.0,245.0
419,191.1583,276990.0,283615.0,268635.0,141895.0,201760.0
420,192.0683,1132.0,885.0,869.0,249.0,345.0
421,192.0902,1132.0,885.0,869.0,370.0,345.0
422,192.1055,5660.0,4425.0,4345.0,1850.0,5400.0
423,192.1165,2056.0,2592.0,1392.0,1492.0,1008.0
424,192.1187,514.0,648.0,348.0,373.0,252.0
425,192.1428,11436.0,11096.0,11836.0,540.0,648.0
426,192.1603,5718.0,5548.0,5918.0,3788.0,5024.0
427,192.1625,22872.0,22192.0,23672.0,15152.0,20096.0
428,193.0815,2790.0,2452.0,556.0,604.0,1436.0
429,193.099,1395.0,1226.0,575.0,828.0,718.0
430,193.1012,5580.0,4904.0,2300.0,3312.0,2872.0
431,193.1122,1395.0,1226.0,252.0,828.0,718.0
432,193.1386,6985.0,5560.0,3460.0,4400.0,3540.0
433,193.1649,1246.0,1546.0,504.0,1100.0,744.0
434,193.1671,623.0,773.0,252.0,550.0,372.0
435,193.1737,5465.0,3865.0,3900.0,2750.0,2955.0
436,194.0841,576.0,404.0,413.0,560.0,452.0
437,194.0863,2304.0,1616.0,1652.0,2240.0,1808.0
438,194.0973,1712.0,1980.0,1472.0,2240.0,1080.0
439,194.1083,428.0,469.0,368.0,560.0,270.0
440,194.1215,1162.0,954.0,2000.0,3982.0,3598.0
441,194.1325,17490.0,12650.0,5000.0,9955.0,8995.0
442,194.1413,3498.0,2530.0,1000.0,365.0,1799.0
443,194.1678,4251.0,3513.0,1824.0,2211.0,2079.0
444,194.17,2834.0,2342.0,1216.0,1474.0,1386.0
445,195.0584,613.0,802.0,261.0,486.0,391.0
446,195.0805,3065.0,4010.0,3220.0,2430.0,1955.0
447,195.0915,810.0,988.0,713.0,769.0,1192.0
448,195.0937,2430.0,2964.0,2139.0,2307.0,3576.0
449,195.0959,810.0,988.0,713.0,769.0,1192.0
450,195.1158,106332.0,100916.0,41632.0,56756.0,59988.0
451,195.118,26583.0,25229.0,10408.0,14189.0,14997.0
452,195.1357,1240.0,50458.0,1174.0,502.0,644.0
453,195.1533,1860.0,2178.0,1761.0,1074.0,966.0
454,195.1555,620.0,726.0,587.0,358.0,322.0
455,196.0861,761.0,679.0,494.0,273.0,474.0
456,196.0949,761.0,679.0,494.0,311.0,474.0
457,196.0993,1522.0,1358.0,988.0,678.0,948.0
458,196.1015,2283.0,2037.0,1482.0,1017.0,1422.0
459,196.1192,14045.0,11205.0,6235.0,8530.0,10880.0
460,196.1502,2809.0,2241.0,266.0,1706.0,2176.0
461,197.0742,657.0,810.0,280.0,514.0,544.0
462,197.0942,657.0,810.0,280.0,514.0,544.0
463,197.0986,657.0,810.0,340.0,514.0,544.0
464,197.1053,1971.0,2430.0,1917.0,1542.0,1632.0
465,197.1075,657.0,810.0,639.0,514.0,544.0
466,197.1097,657.0,810.0,639.0,514.0,352.0
