,mz,ISP2_2_MR1_1|D1|9b176338-f1f4-4b97-ab07-483c98d3b21e,ISP2_2_MR1_2|D2|dd613e71-0682-4482-a1f3-7eef4a1e2a89,ISP2_2_MR1_3|D3|6ce3ad15-4880-4e70-a1f9-3cd79bfadc84,ISP2_2_MR1_4|D4|c5ab95ee-1ae7-4c8d-9d24-a8fc6285f581,ISP2_2_MR1_5|D5|7bc3e656-d008-4e41-9aa9-7bc45307b012
2844,346.1476,677.0,744.0,285.0,577.0,391.0
2845,346.1565,629.0,744.0,273.0,577.0,391.0
2846,346.1594,1258.0,1488.0,546.0,1154.0,782.0
2847,346.1623,1258.0,1488.0,546.0,1154.0,782.0
2848,346.1682,629.0,744.0,271.0,577.0,391.0
2849,346.18,990.0,1116.0,874.0,644.0,473.0
2850,346.1829,990.0,1116.0,874.0,644.0,473.0
2851,346.1859,3960.0,4464.0,3496.0,2576.0,1892.0
2852,346.1917,990.0,1116.0,884.0,508.0,497.0
2853,346.1947,1980.0,2232.0,1768.0,1016.0,994.0
2854,346.2153,1194.0,884.0,859.0,613.0,606.0
2855,346.2182,2388.0,1768.0,1718.0,1226.0,1212.0
2856,346.2211,2388.0,1768.0,1718.0,1226.0,1212.0
2857,346.23,691.0,411.0,298.0,452.0,371.0
2858,346.2329,1382.0,822.0,596.0,904.0,742.0
2859,346.2358,691.0,411.0,298.0,452.0,371.0
2860,346.2388,691.0,411.0,298.0,452.0,371.0
2861,346.2682,1382.0,874.0,596.0,904.0,578.0
2862,346.3535,0.0,0.0,0.0,0.0,283.0
2863,347.095,434.0,0.0,357.0,238.0,0.0
2864,347.1333,868.0,886.0,714.0,570.0,646.0
2865,347.1392,434.0,443.0,370.0,285.0,323.0
2866,347.1421,652.0,443.0,370.0,285.0,323.0
2867,347.1451,1956.0,1329.0,1110.0,855.0,969.0
2868,347.1539,652.0,449.0,370.0,255.0,323.0
2869,347.1568,1077.0,449.0,689.0,255.0,451.0
2870,347.1657,3231.0,2898.0,2067.0,1656.0,1353.0
2871,347.1686,2154.0,1932.0,1378.0,1104.0,902.0
2872,347.1745,637.0,966.0,623.0,552.0,413.0
2873,347.1804,1911.0,2424.0,1869.0,1257.0,1200.0
2874,347.1833,637.0,808.0,623.0,419.0,400.0
2875,347.1863,637.0,808.0,531.0,419.0,400.0
2876,347.1892,637.0,808.0,531.0,419.0,400.0
2877,347.2039,1246.0,881.0,998.0,686.0,616.0
2878,347.2098,1246.0,881.0,998.0,686.0,616.0
2879,347.2128,2492.0,1604.0,1996.0,1372.0,1050.0
2880,347.2157,1246.0,802.0,998.0,686.0,525.0
2881,347.2187,2492.0,1604.0,826.0,1372.0,1050.0
2882,347.2246,457.0,802.0,413.0,686.0,525.0
2883,347.2275,457.0,802.0,413.0,686.0,525.0
2884,347.2511,2380.0,3464.0,4060.0,1288.0,2148.0
2885,347.254,3570.0,5196.0,6090.0,1932.0,3222.0
2886,347.2746,1190.0,1732.0,2030.0,644.0,250.0
2887,348.0761,8405.0,10195.0,2755.0,4815.0,6500.0
2888,348.141,1840.0,912.0,564.0,688.0,518.0
2889,348.1439,920.0,456.0,282.0,344.0,259.0
2890,348.1469,920.0,456.0,282.0,344.0,259.0
2891,348.1616,920.0,735.0,666.0,364.0,460.0
2892,348.1646,920.0,735.0,666.0,364.0,460.0
2893,348.1705,3680.0,2940.0,2384.0,1752.0,1840.0
2894,348.1764,2760.0,2301.0,1728.0,1314.0,1404.0
2895,348.1793,920.0,767.0,576.0,438.0,468.0
2896,348.1852,920.0,767.0,576.0,250.0,377.0
2897,348.1881,1556.0,923.0,943.0,250.0,377.0
2898,348.197,1556.0,923.0,943.0,676.0,760.0
2899,348.1999,6224.0,3692.0,3772.0,2704.0,3040.0
2900,348.2117,552.0,450.0,592.0,676.0,760.0
2901,348.2147,552.0,450.0,592.0,676.0,760.0
2902,348.2176,552.0,450.0,592.0,676.0,760.0
2903,348.2353,552.0,450.0,349.0,389.0,261.0
2904,348.2383,552.0,467.0,349.0,389.0,261.0
2905,348.2471,552.0,467.0,406.0,240.0,261.0
2906,348.2501,552.0,467.0,406.0,240.0,261.0
2907,348.256,1104.0,934.0,812.0,480.0,840.0
2908,348.2589,552.0,467.0,406.0,240.0,420.0
2909,348.3327,3445.0,2725.0,2510.0,1645.0,1895.0
2910,349.0793,0.0,0.0,0.0,562.0,626.0
2911,349.1472,723.0,431.0,299.0,458.0,315.0
2912,349.1501,723.0,431.0,299.0,458.0,315.0
2913,349.1531,723.0,431.0,299.0,458.0,315.0
2914,349.159,1446.0,1234.0,954.0,916.0,580.0
2915,349.1619,1446.0,1234.0,954.0,916.0,580.0
2916,349.1649,723.0,617.0,477.0,458.0,290.0
2917,349.1678,723.0,617.0,477.0,458.0,290.0
2918,349.1796,920.0,825.0,663.0,467.0,508.0
2919,349.1826,2760.0,2475.0,1989.0,1401.0,1524.0
2920,349.1856,920.0,825.0,663.0,467.0,508.0
2921,349.1915,1015.0,775.0,659.0,493.0,655.0
2922,349.1944,1015.0,775.0,659.0,493.0,655.0
2923,349.1974,3045.0,2325.0,1815.0,1479.0,1965.0
2924,349.2003,1015.0,775.0,605.0,493.0,655.0
2925,349.2151,1054.0,1424.0,784.0,760.0,818.0
2926,349.218,527.0,712.0,392.0,380.0,409.0
2927,349.2239,527.0,712.0,364.0,380.0,283.0
2928,349.2269,746.0,712.0,364.0,380.0,283.0
2929,349.2299,746.0,712.0,364.0,427.0,283.0
2930,349.2328,2238.0,2136.0,1092.0,1281.0,849.0
2931,349.2417,746.0,712.0,263.0,282.0,283.0
2932,349.2476,746.0,712.0,263.0,282.0,283.0
2933,349.2682,746.0,712.0,316.0,282.0,283.0
2934,350.0129,3584.0,5904.0,4364.0,3940.0,2044.0
2935,350.0158,896.0,1476.0,1091.0,985.0,511.0
2936,350.14,448.0,630.0,318.0,351.0,273.0
2937,350.1489,896.0,1260.0,636.0,702.0,502.0
2938,350.1519,896.0,1260.0,604.0,702.0,502.0
2939,350.1548,896.0,1260.0,604.0,702.0,502.0
2940,350.1607,896.0,1028.0,886.0,674.0,600.0
2941,350.1637,448.0,514.0,443.0,337.0,300.0
2942,350.1666,736.0,514.0,443.0,337.0,300.0
2943,350.1755,1472.0,1042.0,1142.0,1058.0,1114.0
2944,350.1785,1472.0,1042.0,1142.0,1058.0,1114.0
2945,350.1844,1532.0,1508.0,1142.0,1058.0,1114.0
2946,350.1873,766.0,754.0,746.0,529.0,416.0
2947,350.1933,1532.0,1508.0,1492.0,1058.0,832.0
2948,350.211,821.0,786.0,563.0,573.0,338.0
2949,350.214,3284.0,3144.0,2252.0,2292.0,1352.0
2950,350.2199,821.0,786.0,563.0,247.0,320.0
2951,350.2258,821.0,786.0,398.0,247.0,288.0
2952,350.2287,821.0,786.0,398.0,247.0,288.0
2953,350.2317,821.0,786.0,398.0,247.0,288.0
2954,350.2347,821.0,786.0,398.0,244.0,264.0
2955,350.2406,821.0,786.0,398.0,244.0,264.0
2956,350.2494,821.0,786.0,398.0,239.0,264.0
2957,350.2702,0.0,0.0,246.0,239.0,264.0
2958,350.3027,0.0,0.0,246.0,238.0,0.0
2959,351.0544,924.0,0.0,0.0,1098.0,476.0
2960,351.0573,462.0,0.0,0.0,549.0,238.0
2961,351.1343,756.0,597.0,292.0,362.0,315.0
2962,351.1373,756.0,597.0,292.0,362.0,315.0
2963,351.158,1512.0,1194.0,860.0,724.0,466.0
2964,351.161,756.0,597.0,430.0,362.0,233.0
2965,351.1639,756.0,597.0,430.0,362.0,233.0
2966,351.1669,756.0,597.0,430.0,362.0,233.0
2967,351.1758,1510.0,1632.0,1204.0,824.0,926.0
2968,351.1787,2265.0,2448.0,1806.0,1236.0,1389.0
2969,351.1846,1102.0,1632.0,1250.0,824.0,676.0
2970,351.1906,551.0,816.0,625.0,412.0,345.0
2971,351.1935,551.0,816.0,625.0,412.0,345.0
2972,351.2083,1455.0,997.0,974.0,659.0,618.0
2973,351.2113,4365.0,2991.0,2922.0,1977.0,1854.0
2974,351.2172,1455.0,997.0,974.0,659.0,618.0
2975,351.235,887.0,738.0,286.0,472.0,554.0
2976,351.2439,887.0,738.0,642.0,472.0,554.0
2977,351.2468,2661.0,2214.0,1926.0,1416.0,1662.0
2978,351.2498,887.0,738.0,642.0,472.0,554.0
2979,352.0084,566.0,0.0,244.0,534.0,364.0
2980,352.047,1698.0,0.0,1152.0,1602.0,1092.0
2981,352.0499,566.0,0.0,384.0,534.0,364.0
2982,352.133,872.0,405.0,320.0,271.0,541.0
2983,352.1359,872.0,405.0,320.0,271.0,541.0
2984,352.1418,872.0,405.0,320.0,271.0,541.0
2985,352.1596,872.0,702.0,888.0,464.0,541.0
2986,352.1685,872.0,702.0,888.0,482.0,541.0
2987,352.1745,4360.0,3780.0,4440.0,2410.0,2705.0
2988,352.1893,470.0,635.0,444.0,322.0,541.0
2989,352.1923,1410.0,1905.0,1332.0,966.0,1623.0
2990,352.1982,470.0,635.0,444.0,271.0,574.0
2991,352.2071,936.0,809.0,851.0,315.0,574.0
2992,352.2101,2808.0,2427.0,2553.0,945.0,1722.0
2993,352.216,936.0,809.0,619.0,315.0,574.0
2994,352.219,936.0,809.0,619.0,315.0,574.0
2995,352.2279,2305.0,1507.0,949.0,1205.0,875.0
2996,352.2308,9220.0,6028.0,3796.0,4820.0,3500.0
2997,352.2427,463.0,1507.0,318.0,375.0,346.0
2998,352.2456,926.0,3014.0,636.0,750.0,692.0
2999,352.2486,463.0,1507.0,318.0,375.0,346.0
3000,352.2575,463.0,1507.0,267.0,375.0,346.0
3001,352.2783,463.0,1507.0,470.0,375.0,346.0
3002,352.2901,463.0,0.0,327.0,491.0,346.0
3003,352.3287,0.0,0.0,327.0,491.0,0.0
3004,352.9252,0.0,0.0,284.0,0.0,0.0
3005,353.136,798.0,642.0,237.0,460.0,491.0
3006,353.1508,798.0,642.0,672.0,460.0,491.0
3007,353.1538,1596.0,1284.0,1344.0,920.0,982.0
3008,353.1568,1596.0,1284.0,1344.0,920.0,982.0
3009,353.1716,535.0,674.0,446.0,390.0,250.0
3010,353.1746,1070.0,1348.0,892.0,780.0,500.0
3011,353.1776,1070.0,1348.0,892.0,780.0,500.0
3012,353.1894,3303.0,3165.0,3114.0,2112.0,1917.0
3013,353.1924,2202.0,2110.0,2076.0,1408.0,1278.0
3014,353.1954,1101.0,1055.0,1038.0,704.0,639.0
3015,353.2043,3303.0,2175.0,1575.0,1455.0,1308.0
3016,353.2073,1101.0,735.0,525.0,485.0,436.0
3017,353.2102,1101.0,735.0,535.0,485.0,401.0
3018,353.2132,2190.0,1470.0,1070.0,970.0,802.0
3019,353.2251,1095.0,889.0,549.0,907.0,506.0
3020,353.2281,3285.0,2667.0,1647.0,2721.0,1518.0
3021,353.234,2190.0,1778.0,762.0,1814.0,1012.0
3022,353.2429,2190.0,1778.0,684.0,488.0,1012.0
3023,353.2607,3915.0,2724.0,2421.0,1515.0,2115.0
3024,353.2637,2610.0,1816.0,1614.0,1010.0,1410.0
3025,353.3231,0.0,0.0,0.0,296.0,0.0
3026,354.1345,500.0,528.0,277.0,269.0,0.0
3027,354.1404,500.0,528.0,254.0,269.0,573.0
3028,354.1464,500.0,528.0,274.0,269.0,573.0
3029,354.1494,1000.0,1056.0,548.0,538.0,1146.0
3030,354.1553,1000.0,1056.0,630.0,538.0,1146.0
3031,354.1613,918.0,982.0,630.0,538.0,1146.0
3032,354.1702,439.0,554.0,347.0,269.0,573.0
3033,354.1732,439.0,554.0,347.0,650.0,573.0
3034,354.1761,439.0,554.0,347.0,650.0,573.0
3035,354.188,3195.0,3060.0,2748.0,1950.0,1719.0
3036,354.194,1065.0,1020.0,916.0,650.0,573.0
3037,354.197,1065.0,1020.0,340.0,650.0,573.0
3038,354.2059,1464.0,1130.0,680.0,730.0,530.0
3039,354.2089,1464.0,1130.0,680.0,730.0,530.0
3040,354.2118,732.0,565.0,340.0,365.0,265.0
3041,354.2207,1240.0,1152.0,740.0,796.0,608.0
3042,354.2237,620.0,576.0,370.0,398.0,304.0
3043,354.2267,1860.0,1728.0,1110.0,1194.0,969.0
3044,354.2356,620.0,576.0,370.0,334.0,323.0
3045,354.2475,620.0,576.0,247.0,334.0,292.0
3046,354.2594,620.0,576.0,319.0,334.0,292.0
3047,354.2624,620.0,576.0,319.0,334.0,292.0
3048,354.2921,0.0,0.0,319.0,0.0,296.0
3049,354.3427,0.0,0.0,0.0,511.0,0.0
3050,355.0481,0.0,0.0,261.0,0.0,231.0
3051,355.051,0.0,0.0,261.0,0.0,231.0
3052,355.1314,985.0,1135.0,374.0,507.0,268.0
3053,355.1404,985.0,1135.0,362.0,507.0,268.0
3054,355.1434,985.0,1135.0,362.0,507.0,268.0
3055,355.1523,985.0,1135.0,294.0,507.0,231.0
3056,355.1553,985.0,1135.0,294.0,507.0,231.0
3057,355.1702,985.0,1135.0,1019.0,507.0,953.0
3058,355.1731,3940.0,4540.0,4076.0,2028.0,3812.0
3059,355.1851,703.0,606.0,621.0,453.0,429.0
3060,355.191,1406.0,1212.0,1242.0,906.0,858.0
3061,355.194,1406.0,1212.0,1242.0,906.0,858.0
3062,355.2089,5520.0,4004.0,3028.0,1744.0,2520.0
3063,355.2119,1380.0,1001.0,757.0,436.0,630.0
3064,355.2178,1024.0,2002.0,1374.0,966.0,1260.0
3065,355.2238,512.0,403.0,359.0,483.0,630.0
3066,355.2297,1024.0,806.0,718.0,966.0,1260.0
3067,355.2416,1984.0,1772.0,2172.0,1008.0,1304.0
3068,355.2536,496.0,434.0,543.0,252.0,326.0
3069,355.2565,496.0,434.0,543.0,252.0,326.0
3070,356.1507,803.0,926.0,465.0,482.0,579.0
3071,356.1656,3212.0,3704.0,2204.0,1928.0,2316.0
3072,356.1715,1367.0,1852.0,1102.0,964.0,998.0
3073,356.1775,1128.0,1852.0,698.0,964.0,1114.0
3074,356.1835,564.0,926.0,349.0,482.0,557.0
3075,356.2014,1115.0,778.0,829.0,490.0,676.0
3076,356.2044,3345.0,2334.0,2487.0,1470.0,2028.0
3077,356.2133,1115.0,778.0,829.0,490.0,676.0
3078,356.2252,2230.0,800.0,874.0,980.0,652.0
3079,356.2431,2230.0,800.0,874.0,510.0,652.0
3080,356.258,0.0,400.0,272.0,255.0,326.0
3081,357.0877,527.0,630.0,404.0,324.0,296.0
3082,357.0937,527.0,630.0,404.0,324.0,296.0
3083,357.1266,2108.0,2520.0,1616.0,1288.0,1512.0
3084,357.1505,3980.0,3460.0,3525.0,2345.0,1890.0
3085,357.1624,1386.0,1380.0,710.0,704.0,1092.0
3086,357.1654,693.0,690.0,358.0,352.0,546.0
3087,357.1684,1386.0,1380.0,716.0,704.0,1092.0
3088,357.1714,693.0,690.0,350.0,352.0,546.0
3089,357.1743,693.0,690.0,350.0,352.0,546.0
3090,357.1863,3692.0,3764.0,2520.0,2212.0,1640.0
3091,357.1893,923.0,941.0,630.0,553.0,410.0
3092,357.1982,2199.0,1512.0,1905.0,1269.0,1164.0
3093,357.2012,733.0,504.0,635.0,423.0,388.0
3094,357.2042,733.0,504.0,635.0,423.0,331.0
3095,357.2072,559.0,504.0,635.0,423.0,331.0
3096,357.2102,559.0,504.0,349.0,423.0,331.0
3097,357.2162,559.0,504.0,349.0,914.0,331.0
3098,357.2311,6348.0,4432.0,4796.0,3656.0,3436.0
3099,357.2341,1587.0,1108.0,1199.0,914.0,859.0
3100,357.255,3608.0,2168.0,1426.0,1542.0,1460.0
3101,357.258,5412.0,3252.0,2139.0,2313.0,2190.0
3102,358.1277,498.0,475.0,335.0,316.0,292.0
3103,358.1307,498.0,475.0,335.0,316.0,292.0
3104,358.1486,498.0,475.0,335.0,387.0,456.0
3105,358.1516,498.0,475.0,335.0,387.0,456.0
3106,358.1576,1830.0,1335.0,1005.0,1161.0,1368.0
3107,358.1606,1220.0,890.0,670.0,774.0,912.0
3108,358.1785,946.0,892.0,927.0,583.0,673.0
3109,358.1815,2838.0,2676.0,2781.0,1749.0,2019.0
3110,358.1845,946.0,892.0,927.0,583.0,673.0
3111,358.1935,700.0,580.0,491.0,583.0,439.0
3112,358.1965,1400.0,1160.0,982.0,602.0,878.0
3113,358.1995,700.0,580.0,491.0,301.0,439.0
3114,358.2055,700.0,580.0,491.0,301.0,439.0
3115,358.2174,2988.0,3640.0,3368.0,2572.0,2456.0
3116,358.2204,747.0,910.0,842.0,643.0,614.0
3117,358.2294,579.0,560.0,868.0,532.0,614.0
3118,358.2324,579.0,560.0,868.0,532.0,614.0
3119,358.2354,579.0,560.0,868.0,532.0,614.0
3120,358.2384,579.0,560.0,868.0,532.0,614.0
3121,358.2563,1052.0,1120.0,828.0,600.0,590.0
3122,358.2593,526.0,560.0,414.0,300.0,295.0
3123,358.2623,526.0,560.0,414.0,300.0,295.0
3124,358.373,0.0,0.0,0.0,540.0,0.0
3125,359.1303,1156.0,457.0,259.0,294.0,534.0
3126,359.1422,1156.0,457.0,236.0,294.0,534.0
3127,359.1452,2312.0,914.0,472.0,588.0,1068.0
3128,359.1512,1156.0,455.0,236.0,294.0,534.0
3129,359.1602,1156.0,929.0,645.0,593.0,534.0
3130,359.1662,2312.0,1858.0,1290.0,1186.0,1214.0
3131,359.1692,3468.0,2787.0,1935.0,1779.0,1821.0
3132,359.1782,1430.0,1192.0,1344.0,956.0,770.0
3133,359.1842,2145.0,1788.0,2016.0,1434.0,1155.0
3134,359.1991,718.0,713.0,724.0,414.0,338.0
3135,359.2021,1436.0,1426.0,1448.0,828.0,676.0
3136,359.2081,718.0,774.0,724.0,414.0,569.0
3137,359.2111,2154.0,2322.0,2172.0,1941.0,1707.0
3138,359.2171,718.0,774.0,371.0,647.0,569.0
3139,359.2231,718.0,774.0,371.0,647.0,569.0
3140,359.2351,2166.0,1712.0,666.0,566.0,1632.0
3141,359.2471,4332.0,3424.0,2924.0,3644.0,3264.0
3142,359.2501,1083.0,856.0,731.0,911.0,816.0
3143,359.271,1083.0,856.0,731.0,303.0,816.0
3144,360.1282,664.0,571.0,374.0,404.0,336.0
3145,360.1492,1328.0,1142.0,748.0,808.0,458.0
3146,360.1522,664.0,571.0,374.0,404.0,229.0
3147,360.1552,1328.0,1142.0,1184.0,808.0,458.0
3148,360.1582,664.0,571.0,592.0,404.0,356.0
3149,360.1612,1066.0,648.0,592.0,404.0,356.0
3150,360.1672,1066.0,648.0,681.0,566.0,417.0
3151,360.1702,3198.0,1944.0,2043.0,1698.0,1251.0
3152,360.1732,1066.0,658.0,681.0,566.0,417.0
3153,360.1762,2132.0,1316.0,1362.0,1132.0,742.0
3154,360.1822,1066.0,658.0,681.0,566.0,364.0
3155,360.2002,4444.0,4768.0,2960.0,2620.0,2312.0
3156,360.2032,1111.0,1192.0,740.0,655.0,578.0
3157,360.2182,1111.0,844.0,634.0,343.0,250.0
3158,360.2272,1305.0,844.0,634.0,600.0,250.0
3159,360.2302,1305.0,844.0,634.0,600.0,250.0
3160,360.2332,2610.0,1688.0,1268.0,1200.0,500.0
3161,360.2392,2610.0,1688.0,1130.0,1200.0,1284.0
3162,360.2452,2610.0,1688.0,1130.0,1200.0,1210.0
3163,360.3682,33820.0,30850.0,8880.0,32160.0,20770.0
3164,361.0615,629.0,431.0,502.0,254.0,604.0
3165,361.0855,1258.0,862.0,1004.0,1146.0,1208.0
3166,361.0885,1887.0,1293.0,1506.0,1719.0,1812.0
3167,361.1275,496.0,439.0,373.0,249.0,256.0
3168,361.1456,1488.0,1317.0,1119.0,747.0,1251.0
3169,361.1516,992.0,878.0,816.0,498.0,834.0
3170,361.1576,496.0,478.0,443.0,391.0,417.0
3171,361.1606,496.0,478.0,443.0,391.0,417.0
3172,361.1636,1133.0,490.0,443.0,391.0,417.0
3173,361.1666,1133.0,490.0,443.0,391.0,417.0
3174,361.1756,2266.0,1230.0,1728.0,508.0,834.0
3175,361.1786,1133.0,615.0,864.0,254.0,2969.0
3176,361.1816,1133.0,615.0,864.0,254.0,2969.0
3177,361.1876,1133.0,1341.0,864.0,567.0,2969.0
3178,361.1906,1133.0,1341.0,864.0,567.0,2969.0
3179,361.2026,7982.0,7212.0,4508.0,4624.0,5938.0
3180,361.2056,11973.0,10818.0,6762.0,6936.0,8907.0
3181,361.2236,802.0,1020.0,534.0,501.0,493.0
3182,361.2266,802.0,1020.0,534.0,501.0,493.0
3183,361.2297,802.0,1020.0,534.0,501.0,493.0
3184,361.2327,996.0,2040.0,1068.0,1002.0,986.0
3185,361.2387,498.0,1020.0,534.0,541.0,493.0
3186,361.2477,2700.0,6318.0,1413.0,1623.0,1248.0
3187,361.2507,1800.0,4212.0,942.0,1082.0,832.0
3188,361.2657,899.0,1045.0,1098.0,446.0,606.0
3189,361.2687,3596.0,4180.0,4392.0,1784.0,2424.0
3190,361.3708,9330.0,7235.0,2490.0,10675.0,5680.0
3191,362.02,0.0,0.0,0.0,310.0,0.0
3192,362.0922,0.0,0.0,0.0,250.0,282.0
3193,362.1313,554.0,421.0,472.0,250.0,238.0
3194,362.1403,554.0,421.0,472.0,250.0,238.0
3195,362.1523,554.0,421.0,472.0,293.0,306.0
3196,362.1553,554.0,421.0,472.0,293.0,306.0
3197,362.1583,1108.0,1156.0,944.0,586.0,612.0
3198,362.1613,554.0,578.0,472.0,293.0,306.0
3199,362.1674,1662.0,1974.0,1956.0,804.0,918.0
3200,362.1764,1848.0,1322.0,1484.0,916.0,1122.0
3201,362.1794,2772.0,1983.0,2226.0,1374.0,1683.0
3202,362.1854,1059.0,776.0,713.0,458.0,541.0
3203,362.1884,2118.0,1552.0,1426.0,1882.0,1082.0
3204,362.1914,2118.0,1552.0,1426.0,1882.0,1082.0
3205,362.2004,1415.0,1330.0,401.0,941.0,541.0
3206,362.2095,2830.0,2660.0,1752.0,1384.0,1638.0
3207,362.2125,2830.0,2660.0,1752.0,1384.0,1638.0
3208,362.2155,1415.0,1330.0,876.0,692.0,819.0
3209,362.2245,2406.0,1437.0,1755.0,1185.0,837.0
3210,362.2275,1604.0,958.0,1170.0,790.0,558.0
3211,362.2395,802.0,479.0,291.0,278.0,292.0
3212,362.2456,1604.0,1234.0,582.0,556.0,584.0
3213,362.2516,1604.0,1234.0,644.0,554.0,692.0
3214,362.2546,802.0,617.0,322.0,277.0,346.0
3215,362.2576,1604.0,1234.0,644.0,560.0,692.0
3216,362.2696,802.0,617.0,432.0,280.0,307.0
3217,362.2726,802.0,617.0,432.0,280.0,307.0
3218,362.3749,0.0,0.0,0.0,372.0,0.0
3219,363.1424,1368.0,1845.0,1119.0,1143.0,900.0
3220,363.1514,456.0,615.0,373.0,381.0,300.0
3221,363.1575,720.0,615.0,373.0,255.0,300.0
3222,363.1635,1440.0,1230.0,1208.0,510.0,1176.0
3223,363.1695,965.0,980.0,687.0,255.0,588.0
3224,363.1725,2895.0,2940.0,2061.0,765.0,1764.0
3225,363.1755,965.0,980.0,687.0,255.0,588.0
3226,363.1816,965.0,980.0,687.0,411.0,588.0
3227,363.1936,875.0,778.0,561.0,505.0,606.0
3228,363.1966,2625.0,2334.0,1683.0,1515.0,1818.0
3229,363.1996,875.0,778.0,561.0,505.0,606.0
3230,363.2087,3390.0,2877.0,2556.0,1956.0,2223.0
3231,363.2117,2260.0,1918.0,1704.0,1304.0,1482.0
3232,363.2207,1130.0,959.0,852.0,652.0,433.0
3233,363.2328,940.0,1030.0,898.0,550.0,866.0
3234,363.2448,1880.0,2060.0,1580.0,1664.0,1440.0
3235,363.2478,470.0,515.0,395.0,416.0,360.0
3236,364.1399,896.0,966.0,652.0,652.0,648.0
3237,364.1459,1311.0,1449.0,978.0,978.0,972.0
3238,364.1489,437.0,483.0,326.0,326.0,324.0
3239,364.158,437.0,396.0,326.0,326.0,324.0
3240,364.17,652.0,522.0,668.0,430.0,488.0
3241,364.1731,1304.0,1044.0,1336.0,860.0,976.0
3242,364.1761,1414.0,1044.0,1336.0,860.0,976.0
3243,364.1791,707.0,522.0,668.0,430.0,488.0
3244,364.1912,764.0,1079.0,750.0,452.0,685.0
3245,364.1972,1833.0,2158.0,1500.0,904.0,1370.0
3246,364.2032,1069.0,1079.0,750.0,539.0,717.0
3247,364.2062,3209.0,3237.0,2250.0,1617.0,2151.0
3248,364.2092,2142.0,2158.0,1500.0,1078.0,1434.0
3249,364.2243,605.0,570.0,337.0,411.0,362.0
3250,364.2304,3025.0,2850.0,2060.0,2055.0,1810.0
3251,364.2394,430.0,570.0,264.0,253.0,362.0
3252,364.2424,430.0,570.0,264.0,253.0,421.0
3253,364.2454,430.0,570.0,264.0,253.0,421.0
3254,364.2485,430.0,570.0,264.0,259.0,421.0
3255,364.2545,430.0,570.0,264.0,259.0,421.0
3256,365.1116,20665.0,9595.0,2800.0,11665.0,8305.0
3257,365.1297,4133.0,1919.0,560.0,296.0,1661.0
3258,365.1508,583.0,722.0,297.0,311.0,283.0
3259,365.1538,1166.0,1444.0,594.0,622.0,566.0
3260,365.1568,583.0,722.0,297.0,311.0,283.0
3261,365.1629,583.0,722.0,461.0,442.0,283.0
3262,365.1689,1614.0,1444.0,922.0,913.0,620.0
3263,365.175,1614.0,1444.0,1122.0,942.0,630.0
3264,365.178,2421.0,2166.0,1683.0,1413.0,945.0
3265,365.1901,959.0,872.0,597.0,610.0,471.0
3266,365.1931,2877.0,2616.0,1791.0,1830.0,1413.0
3267,365.1961,959.0,924.0,597.0,610.0,471.0
3268,365.1991,959.0,924.0,597.0,610.0,471.0
3269,365.2082,959.0,924.0,1300.0,276.0,471.0
3270,365.2233,6399.0,3966.0,3900.0,2763.0,2904.0
3271,365.2263,4266.0,2644.0,2600.0,1842.0,1936.0
3272,365.2595,1460.0,1140.0,1258.0,746.0,674.0
3273,365.2625,2190.0,1710.0,1887.0,1119.0,1011.0
3274,365.2746,730.0,570.0,317.0,373.0,337.0
3275,365.9908,873.0,825.0,875.0,857.0,570.0
3276,365.9938,3492.0,3300.0,3500.0,3428.0,2280.0
3277,366.1148,822.0,448.0,348.0,329.0,260.0
3278,366.1178,1644.0,896.0,696.0,658.0,520.0
3279,366.145,503.0,448.0,348.0,425.0,309.0
3280,366.1541,1006.0,944.0,696.0,850.0,618.0
3281,366.1571,503.0,472.0,348.0,425.0,309.0
3282,366.1601,1006.0,944.0,540.0,850.0,618.0
3283,366.1662,503.0,461.0,270.0,425.0,309.0
3284,366.1692,503.0,461.0,270.0,425.0,309.0
3285,366.1783,964.0,461.0,633.0,605.0,575.0
3286,366.1813,964.0,978.0,633.0,605.0,575.0
3287,366.1843,964.0,978.0,633.0,605.0,575.0
3288,366.1903,3856.0,3912.0,1756.0,2420.0,2564.0
3289,366.1964,964.0,978.0,457.0,499.0,641.0
3290,366.1994,664.0,612.0,457.0,499.0,352.0
3291,366.2024,664.0,612.0,421.0,499.0,352.0
3292,366.2055,664.0,612.0,421.0,456.0,352.0
3293,366.2085,1992.0,1836.0,1263.0,1368.0,1056.0
3294,366.2176,664.0,768.0,752.0,436.0,575.0
3295,366.2236,1770.0,1536.0,1504.0,872.0,1150.0
3296,366.2266,1770.0,1536.0,1504.0,872.0,1150.0
3297,366.2387,885.0,768.0,329.0,436.0,304.0
3298,366.2418,885.0,768.0,329.0,436.0,304.0
3299,366.2569,885.0,406.0,365.0,436.0,320.0
3300,366.266,885.0,406.0,365.0,436.0,320.0
3301,366.269,885.0,406.0,365.0,0.0,320.0
3302,366.3174,0.0,0.0,239.0,0.0,0.0
3303,366.977,0.0,0.0,334.0,243.0,0.0
3304,366.9801,0.0,0.0,334.0,243.0,0.0
3305,367.0315,1820.0,1592.0,0.0,3116.0,1928.0
3306,367.1314,562.0,528.0,399.0,271.0,265.0
3307,367.1375,562.0,528.0,399.0,271.0,265.0
3308,367.1466,1124.0,1056.0,798.0,646.0,506.0
3309,367.1557,1686.0,1584.0,1197.0,969.0,759.0
